advId,owner
dad0e694-cd26-476e-bd05-5d194dcac9cc,micqOBkLS3rCdXws7En1w6
3d8e5d2a-32ed-4ec2-b392-ff7821da433f,8nmBI1gQXMZap0rPDbfSg5
a4bc1260-6f29-4954-a3dd-564c18653284,Wf5w3zyOzauwMS58xTxrl2
bebb7a68-3a54-43e5-82af-2a059a3e2bad,gPxTipseQXSjgrWM41aG36
7e567717-dee6-4730-9585-b9620a42755a,lOqu4zfq26lkPWZvShODe1
6f8f47aa-88f1-4cc2-8233-05dc77663d70,BQcDRphEkcgmho7wYEuiL6
677046a1-a1ee-4d3a-a8fb-2b92acd2a2b7,y8qmQ1EZfsr72N9fg0F1S
e8a882b3-4e6c-4d8f-bc1f-b5203486dcbf,Wcg2zrEtAwyEJJKDsIGLe3
d525f8cb-c01a-4b3a-a392-c5ca42690711,bZcz64B9mN54ilufClFI25
fbcfc53e-4fe9-40fb-99c5-088a08800b56,exHmLv6QWrFhHKz7CYJpR
b74a5b7e-8dc5-45cc-927d-6be5108c1fda,mLg6TEzTWkzmAX8bxNvcX4
08031871-e027-452f-ab6b-df3375d486ab,LIzoCyTZHTCR047hnzSdR2
32818ed9-e563-40cb-bad3-04ee10dcf670,sdyf63ZJi0BiE5NTah0PI2
3b36ca33-5132-441b-8179-fe2af30414ae,fIbwljmjUGv3izZfg8JK15
80de5009-585e-40eb-8683-fdbd2ee65a84,0uyG1B0jB8bEBDN5ohJSE2
ef9c26d3-9f97-444c-bb38-9a04dd0e560f,Iwxh7KeaAOuA1M1Y3YwFa
875b0943-cfe3-4d54-8803-3fa133c40a43,YMgr39skSEVWW8yo8jdb64
30eb3534-1f7b-421c-b3ed-8668e1370499,qkTQ3trS67feHBc9lsKDc1
10971319-4c6d-4719-84c6-3ac9e2d1f8d5,SjTotgxRzSvumcuzcIyQZ6
03244684-df63-4aff-b2f1-c72ea08a48b6,4pyOJc50FABj19wwqTNCM1
909cf58f-c069-4274-a35c-a9e87e2c19ee,PXNGR69SB8fuHbh60DQMF7
e88ae027-e338-41f4-a930-d12735765653,Xm9Mp3rnaYc3NeuSMROV8
b2c2f9ff-db82-4125-ba36-ee1e44a50af2,qvztz0x8ayP9C6qgV0jzR3
53fc0ac4-58c1-4b55-8bce-943c9b4392ca,H464zHG0ltbogv7cuHsdo5
fb40b7d9-61b2-437f-89c3-39c000cbcae1,kkNwGxogkKKA2fGaxkcCm2
2abb2679-469a-429a-8066-364cab1f2b1c,GJziXGXF2uXR3WFNrmlsJ6
05f3c31a-bb64-4d58-8281-658d9a8da28e,ecx9umJU9xw4HFnvuu9Yi1
1ab831fb-f541-48a4-baee-299b95640130,lJjEDLdpEAlCUrfe0UNS3
54382077-40fe-4212-b75e-6098e25c3978,x0vuK5PvOoBxmLAkzn9HK2
4bcbc4c4-e6ab-4807-a1a3-50f9a9b7b02e,OdpHA6W24Nto0goeIdjaH3
598a7c31-3a66-4db5-aeef-9f30f6ad6ffd,uQ3tUnThNdhF66kDgSLNr
7317efba-f3c0-4a69-ba86-fd8648684117,IdoHkZlJwiymUNrvrJjX35
e4d1f9c8-de46-4a17-9879-521b29c0bf14,y2upNLqHzPuFuwsU1eKAx5
da11ab9d-4672-4b8a-a7d2-879a05e35658,f5eSmDv7nqIBPdwgwp2zJ6
fcd3d2d6-40f2-4a3a-bef6-59a4fabade63,nsot2v7kcqAO93u5gXcIk7
1b3c26fa-5022-44a7-9526-814f28b767dc,i6FbfhRMvZuOEAgXsLqD85
ce3ab6bd-e096-445e-9e8a-9226a2dbfba3,aTZRsEw092W3oo9FsSZuo7
0b064f7e-f27c-4c27-9ca4-2477f878f907,gN291dRJOPUHVk2n3m2x61
0539d8d7-a4f1-4a2c-b8d6-d058ed177d2a,B4hhlnEkODrCnrbZi3X9L7
9948547a-895a-4f14-a59b-cc4ed47447c2,r6HjJX8s72NhxRkNjn1L55
6a5cf640-feff-47c1-b041-f281c24f85e5,OTFFoY65TPl4skdBybHmW6
9e8f2f46-68e5-4b31-85c0-8e10b2f38be6,qbnre2sGh0O9Cl4475K3i2
3a07eb56-8809-49b2-ae0a-085c696641f2,HtEBLVkOnuWEVzyS6uS5t7
5cd80076-e7e7-4afc-9b11-953e5db5755d,it8t5avTOXPylEkertiyB
267777fb-db4c-42c9-ba99-3112aeee3cfa,a8OOUay8r4niTNolIwjSD3
25f05040-3cc6-4bca-b277-9889f89d9b20,tCkJyjNu6GuryfeQfnzvv5
fba21233-1fef-471c-8ee1-31a35dd0f244,zdGwzNYbKREJ4pEUXQCHH1
bf3ef631-4b44-48a1-89e9-03fc8dae20d6,xZq7bTSIdPcPsC0qCDCVD7
1dbd14f0-ca04-443c-9125-7992c32a39d1,SwFgfGaOj5nA0XPQevgCe1
bdd353ed-fbc3-4d72-850b-8db9fcb570fa,Tz5mPRfkcIWpjVi3o3OIO2
9458162e-8949-41b0-8d1a-2e80f8f96787,5EnTBUbOVztvHMpYqnoaN4
963bcfde-b260-4d53-9691-ce0b2c73d0d9,V9B1GhXalallxa5umx8dk4
cccd1d28-9815-4212-a023-84b52c322379,qLzjhgkWzdDkYlzNEarii2
1faa620b-6412-4420-addd-cadb9c644e98,3lewZg2U0OWhKUHstMPmu6
4f9083ac-07ad-458e-8460-e3a7d743af0a,CPiiCc1IUiKSCWLl69XUQ2
63a187c0-350e-424d-8dde-0f955f89b363,n08wnM6hYqwInY607e9uU5
e5d319e6-79a6-475a-a87e-96a6e3a5899f,4Mj0J7Xd3745m42RZn3ne4
e541eb38-6259-4286-989f-39b16f2a09bf,eXaRzcLxnNbg4ND1kH69x6
96064982-a889-40e0-84d6-f4907bdec25a,hMlyoaOo6NVwVgpDW0svO4
479f2bcf-23b9-4d25-b80d-bcbc2ea80bc7,BIOVghx1RaihuSWmYyx0K
d94a2baf-39dd-43a4-8f9e-1fc294943306,Uy68GedXxYbA0Jz3iy5W55
66f51763-3df0-4389-a941-3cb3f47e05bc,MWCxhd3rDw6mOYsG8VjEn4
0dcf8857-4bb3-4520-ac8b-136518795cc5,VmAlswncsoJz5ja51mZPt
52428c1a-f7f1-455a-9b0d-5734cf25b212,NNgSPbRfR7KqrOLBHNhJa
aac1817c-d359-47cb-9e30-9edf58089952,5bZwEGZW5E40DuIZ2JgNc2
683637ec-037c-4d46-bc31-4d1be477bd65,kmgbpBtFSWT1TNKxxPDDK3
2f5eab86-25d7-4c9a-b409-e7f2b6ee9692,dGnM79mv4loFyA7SX9O1W4
195c82fc-703f-431a-b3a6-0b48ffeb9815,eiwTdgijQusA2J7ZWfV7e6
b6f4d8fd-59f4-4927-bc7f-b8d3e1935adf,wISmgJhKFumw7mjQVWFNd1
7ee2135f-d0e4-4661-b85a-6ed8535170d4,ZqQwMeA59GpYAm5CAUqwD2
34576114-fdee-45c8-8ecf-2a05e1a22fec,TaSJM4lZnfo9EjQamuyzC6
0997cd2c-4936-43ef-b393-1a8be107fdf2,SBEn0LJCUq7SedPY3inup
4e84bb2f-7308-412e-941c-e8bbf4d1a36d,K2JjqMh9E63MnzEb1Rr3X2
b8e55435-7a25-4164-bda5-f1ac1816c076,giXI8jcmZeJPyJdFwy6WR4
77a9a74f-8766-4896-9a15-67181266b7d2,mIUDceCPsUsgNw5Zbzqm26
a30210fe-4761-43e0-8d6e-e08e6996f5c4,0kYmGh9R4J9Z2jgYn7080
e333d27a-c8c0-49dd-bcb1-dc8d685b5f77,qzd5aE6ZlvYE8Xbaj9PkC1
b9025f09-266b-4579-8e01-4213c2ee3727,n70VQjvhnmNrjBjcwLvIn5
a1a243e4-6dfa-442f-9b6a-d24f77429ef3,a878i9v1tqemGpoSgVXgM1
60472393-fe75-4684-8a09-c1a6fc3644af,HRoUwO2xJN2dnojwWZvPT5
9441aac0-c698-48bf-83fb-7bf7f06da0dc,SGI9L7VbfhID3D1z7CcT45
0f6a2c0f-f2ba-4c72-baca-75e08db28437,exhFBsYaYQ4WUSFFRXfV4
d1f59af0-ff17-45cc-b064-1a4a84b77e69,82upXuH63FNfr8Mp0NMKj6
6c1fab65-095e-4da4-97fe-ddfb29480f26,bcDls2EKvTTxTsrFkWVpd4
43cc3491-b405-4d04-9c83-6b5eee8df69d,ueXb26uS0yKMPu4ayfDJL4
51496928-ab5e-4b38-a4c7-ee8cd3e52140,TQNFsP4lE1HVGJFY4J9891
6819d244-facd-4f85-9d41-f28f3d618300,oUeOXxfavPVSRQPF7vie94
4ee1d538-69d2-4c32-b0fe-5d19f24f6ebb,zaA6arWX0KlzW9Ca4f7EC
b5a20b6f-523e-4b97-a9d9-508147b63c9f,IZ87th3iZbnB9IKXk6psk
bb70321f-2e19-466d-90c0-0da6b99a1f2a,PT8m2xs7EI7c8eR28bVJO4
246e759f-4463-466f-b1cc-bf05fcd591ad,2lDBoOU8gkBkF48c05iPv2
b80b4b5d-b542-437c-a702-ba407fe004e2,SlzN4MNtDkEg4DB1jIrcK5
8ff64d9c-ae8a-4a7f-b53e-6b759373b400,Dt9YOz7zRQsje3jpxNImv1
1a9e456d-4bce-45bb-911f-89bd759c6f24,0LunegVLhcV4iLa640EEo6
245ced48-aaaa-43a0-8240-4e82dd2705b1,uAShAxotlwu2rdO1S0jvB5
b3f565eb-ad74-420b-b394-5c35acd47da6,yPZpR5D6r7EV9IyoD8mOu4
fec2ce0c-5e68-4724-aa6f-f962a5dca594,qoM4PlskhNZN8UhrD0V507
a2b7430d-e2e0-4838-b71e-6c0a21eadc1a,fQPyrY6uao40dhIlkaZ8r3
9118a295-def4-4512-b00d-31af1dcd6053,HNu42Tp3IPUs0bKYpW7gJ
7288e74b-0517-4000-bb2f-a8e0dba00610,wjlnEdiuikU8MwbDwH6hM3
a4ccd2b1-88b1-4c45-8163-a9c83f430598,z84txeEvwYY1MFnUEH5zR4
c1465a9c-d07d-415b-906d-0f0c89ccae04,ugvL3ZIQ1tCf94NWHb2pC5
e5212ced-dd4e-407f-b3e4-039e44071632,gKSAeeiyTe62dIHr0Wf011
27ac599d-6d15-46ac-ab80-f23d97fa5360,aGilI06EgfJgvNoICs6nL5
c1b82c34-a834-415a-8ab3-c0cb75564e0e,bE4gnDyffJ7W32agGOpXj2
be35dab3-a300-46de-9822-1ffc739ce604,BQ72cxlcQtOLa1FhWciOr6
82729ed1-d813-441c-9047-6b63cdd1794c,U0Ij91BU9Q6y40QQyweKC7
48c7d6a2-03b1-461b-bbc5-0bd9704bc1f6,Zm4Bo1X96vDvAPM7vgvKv
d80aaa3f-d26f-4a25-a044-caa93b2f8698,PCFJCgxMTOgfZNFA566TJ3
478d69b6-d513-4166-abfb-727b51e71400,SJOF1tbEQIkDLClC2W2DS2
bfa99006-bcd4-46d9-950d-e5521c9a74fd,k9uIdLrci9xbon8xBxuuR6
9fe4edf5-a07f-4707-9268-81f508ef9c33,WnCBliKR5MHUARMP2FbL41
40bdc504-0225-4d13-bd51-4072cecefb2b,Y4XNhkVz81sSq8HE7TtZQ4
86dafc4a-f32f-4a21-82fa-4782cb04e3ea,Th6ctfvinbVy6Ve33cBUo4
ed9d76d1-34ed-47da-854c-83f09b6297cc,v2TnRzijK8WIvQZvX1IlG
e755b74e-0160-40a4-ba36-d8e29ac66c00,Suy6IFTnRavWQdwuk2GNR1
98387d5c-2fb7-4ad2-9a07-949d8a662f82,VSYf3LtCcUXc1hbGwdAFT
e9cc1948-9d1d-49b2-adf9-f486cb3ab0bf,rcUcPaf7YBZwf7eSxiHwL4
ec73627b-8f37-40a3-9527-04152ed1ffd0,NsSDnYJsG4PYChBK2tdTI7
c16e55f5-2dc8-42a4-aa1e-6beb9c996af6,v2LH4mZG21kY3SNhYSP4c5
13e0fd4f-6bdb-48ff-b08f-13e8c6ffc4af,IepeGPi7nqOc7JgeheiCI1
375fd974-8de2-4187-bc74-18fc003fbb69,82F3DPumvq1VQSKGeIv8l4
8ab79e89-a2e8-4c31-a551-a3d7c1634c2e,iWqgcL8f4Pt52cGR3x7U07
3ad93d62-1010-4cb3-b9a3-ce5ea194ee4a,3ik4WD6idghwMiQNjZyJL2
22c7ff54-6ee1-49bb-aec0-b2d245badb9f,9W9F17zZ8NwUIhusJybr91
92407885-3d3a-49e7-be93-832ea0873fdb,apxZPcJ1iAcWmVPcfiWVG5
f2df5782-5c0d-4aae-b7c6-03c0361a5fc2,bCkbLPnqGE5UUjSeVYe215
551658b8-caa6-446a-9e26-b140bb56c817,QkZHLt2u5vSOA5uowDrrp7
3dd30931-fb8f-434c-9875-fa4c1e4b8957,mcxxNf99tCHvROujpj6A25
1ea1637f-3b33-4a4b-b369-f85b8496b108,5CtmzvH6OnVzbYA1aahB13
d1b753b1-8d06-4424-bc04-719cda99214f,miR6U2RqTcQZlkkynKF1B4
da151f19-dd87-4c71-b6fd-83783651007d,hEUR4cWySyh2soQkS8P4f7
7a4f2915-d255-49c9-b1f4-e718bedbe652,0IE9VjDu4hHtNZsHgQCE45
25b66afd-af16-40be-81fb-8c13b626fa16,L4QDLRcXNOSQVAbn8LsPq6
19ab82f4-08dd-41a5-8291-9649836c3051,Cne3wD3ygIHXwuk0u57o34
87bc5626-6a82-4225-b5ba-bb3aca48cab4,G107ErciPmbo7amjwEAHD5
c129a42f-1548-4050-aa5b-6bdb0babf292,nLAHmqajNYpma8lbU9VYp3
870c6e88-82b0-4b81-bdd3-2134fe27916e,fP1FBRNzq5bpr7K9pWNVM1
2fcfbd74-d20b-428f-9711-f55a1371db1b,eFoL5gTW6iC7MQBt5zSM44
7907b2d6-7e2a-49c8-bcca-ec0c2df79a78,lt4y4BmBfMWcoXRAvLrTp5
aa7719be-0189-4bab-84cd-4c00ecf62704,81mWhig3cFKccX82mpsc9
f914e0b9-c61e-44df-81fa-b4b2eb172bf1,sAHy3vphpCyPvINb0UUX25
48ae7e03-2024-4816-a7e1-2bfdd43dd841,VE0VpbPrV13yxvRjC3zQh7
321c138f-d97f-46c0-9483-038ad3ac3812,Cd1vo5SSBAa5jqSl7EXEf3
405475e3-589d-4e77-927d-54959fd288a2,Ut5LbrfLP4opaatGLzHlh7
d929a128-68b3-40e2-b3a4-b74e6098e7fe,vCaI2Klbtj4yQ37eV4uW21
6464b41d-6be1-4b2c-b235-40d446dfb231,1u2zkDcwAMHXtpRw6vR1T6
0132a0f3-f4fb-4d45-960d-56f21e363f22,EqPuSdRZkx8P9cqNz4zZr7
5ea15dec-7c0e-4e1a-8068-989c57dfee00,3yPpDa4AgnmgFbssEY1On1
37e47412-12ff-4f68-ad41-30de9512e2ff,R9a4EEeSsD6T4M71CNQ0m2
0027bf44-7696-4826-bdc4-afb32c079fee,FwqdQzLiyGZOJ0WDzRJQf6
a2f8eae3-4dd5-46a2-ba11-ceaa565fe6fe,tjOBLwkD0mCcqAkv4XcuH1
791e6593-8894-4e4d-ae43-2f081256e37d,nbXICfR0kbUP8vBWNTpET2
0cb38426-8c4f-47fa-9464-e0b3364b7b75,w7qFh113x0q6CULuYgi2U2
e1554d20-55fe-465b-8957-cd77f7c525d6,30JTXtkrFoVZaapSoNuhR4
fcc5e7be-604c-4ea5-ae8b-e33c39745ef8,otGdUVE5k4e8utTGkD6La1
31ab6583-8a80-4c02-8f69-8c01717b2ac4,skY5Ls9G5uCrR3wdEwi1h4
deb22cff-85fd-4eeb-abe8-18db0feeefc7,L4uInrXMVnru1KQs4YYJ24
f00ec2d1-5119-4707-aba2-c021fe7fe7ea,YLjsWGAbp2TTUMCcatQ1N3
dc1c9a37-6d38-4001-87f7-be54b508e135,GwKXKy6kjQ2n4SvbI88VJ7
83acdb20-bd83-477b-acd0-76434bc2007c,jKtQ6kZtHRjcLAhjT7HLC6
0bf8ff60-53b8-4965-8050-e7b56128aa8a,FSRaY4SC7hiahpRkxrA0v3
d0d3ad35-e7ed-4d11-98a1-21269f67c008,CWN8T0Oy7jqjun9E2etar6
60467de6-350e-45c2-8998-257f5dd2a752,hEEffPQLs1CMbkuLA5OWV4
18dbb65a-bfec-4e5f-9293-30d258bd9bd9,VIXniH3Joz8Cqp7SGetMO1
7d80021f-ab8d-48bf-8ad7-c744f9cb413f,LWYSxK8YuZWVWsVZlx8qi1
554a2f4e-edf4-4b4b-87df-af8455b086cb,ELgk7pu3zTSqBy1jQKj341
5174fcb0-e0c4-4cec-8257-0e7d8cc43fdd,mm7M5EeomzFeMVZyLBelc1
508565d1-6761-4f89-a4d7-c3041a0a582a,ndgvCJuX0vnw1gLb59Mxe6
d2b68594-8446-479b-90ed-3d5582e676d6,UuC7u3YOE4rM7gVMU03iy6
fff7d1ac-7696-425d-8561-1dab6dc2a341,KCOoTffO4auAxAltG995r1
5831d091-e86c-4c26-a946-757b30756d8f,qBRBklnWGz8qyGJYL2imt4
cd007f97-f00b-4aa0-817e-5b2e48a6c3ab,seeq7v5XmkrQlQLDg3zbi1
3a8c77f5-bccc-492f-bef2-cc8d70829b9b,nFbklgAMSQqA6Ro4yc37A5
665276fb-8aab-4410-b146-260b77e50dd8,ph1vdy3sqQHa8xmqaFz8v
